etudiant_id,cours_id,date,progression,note
E0139,C0463,2026-06-20,100,
E0139,C0493,2026-08-09,16,
E0139,C0498,2026-05-11,100,3
E0139,C0323,2025-08-18,0,
E0140,C0124,2024-09-09,100,4
E0140,C0111,2023-08-24,57,
E0140,C0165,2024-08-11,100,1
E0140,C0102,2023-10-03,100,
E0140,C0092,2023-08-23,100,4
E0140,C0117,2024-09-05,100,1
E0140,C0105,2024-03-14,7,
E0140,C0421,2023-12-10,100,3
E0141,C0034,2024-12-17,39,
E0141,C0050,2024-07-16,100,2
E0141,C0054,2025-05-15,100,3
E0141,C0073,2024-07-13,59,
E0141,C0065,2025-02-07,100,5
E0141,C0029,2025-03-25,100,5
E0141,C0037,2024-07-27,28,
E0141,C0003,2024-07-17,0,
E0141,C0337,2025-02-11,0,
E0142,C0159,2026-08-27,100,
E0142,C0119,2026-11-18,95,
E0142,C0126,2027-02-10,100,2
E0142,C0101,2026-10-27,100,5
E0142,C0133,2027-05-28,100,1
E0142,C0106,2026-10-31,100,3
E0142,C0113,2026-12-18,0,
E0142,C0013,2027-03-19,51,
E0143,C0213,2026-10-04,100,4
E0143,C0184,2026-03-30,0,
E0143,C0189,2026-03-29,0,
E0143,C0237,2026-04-22,100,5
E0143,C0170,2026-07-10,100,1
E0143,C0200,2026-10-12,100,5
E0143,C0242,2026-10-13,24,
E0143,C0201,2026-01-19,100,
E0143,C0377,2026-08-16,100,3
E0144,C0305,2024-11-25,71,
E0144,C0325,2025-07-21,100,3
E0144,C0197,2025-04-19,62,
E0145,C0007,2026-10-03,100,
E0145,C0005,2026-08-07,100,2
E0145,C0024,2026-04-22,100,1
E0145,C0076,2026-01-07,100,
E0145,C0032,2026-04-03,58,
E0145,C0053,2026-05-18,53,
E0145,C0016,2025-12-26,100,4
E0145,C0088,2026-05-27,100,
E0146,C0014,2026-08-29,100,
E0146,C0095,2025-11-19,100,1
E0147,C0302,2023-05-19,47,
E0147,C0276,2023-10-07,100,
E0147,C0301,2023-12-07,43,
E0147,C0315,2023-09-13,100,1
E0147,C0281,2023-09-10,62,
E0147,C0259,2023-10-01,100,1
E0148,C0332,2024-05-17,100,2
E0148,C0295,2023-12-10,100,5
E0148,C0281,2024-05-04,86,
E0148,C0296,2024-04-29,100,
E0148,C0257,2024-02-06,100,5
E0148,C0299,2023-12-18,0,
E0148,C0258,2023-05-25,100,1
E0148,C0159,2024-04-28,100,1
E0149,C0241,2025-11-22,47,
E0149,C0186,2025-11-19,17,
E0149,C0227,2025-03-17,100,
E0149,C0226,2025-01-29,100,1
E0149,C0178,2026-01-02,83,
E0150,C0071,2024-11-27,100,2
E0150,C0075,2024-11-27,100,4
E0150,C0073,2024-08-23,80,
E0150,C0066,2024-09-01,100,3
E0150,C0056,2024-02-28,100,
E0150,C0017,2024-08-04,45,
E0150,C0422,2024-06-13,0,
E0151,C0061,2024-05-11,100,
E0151,C0074,2023-09-26,0,
E0151,C0070,2024-06-14,0,
E0151,C0036,2024-08-29,33,
E0151,C0051,2024-01-16,100,2
E0151,C0433,2023-10-18,0,
E0152,C0384,2025-09-07,91,
E0152,C0347,2026-08-03,0,
E0152,C0361,2026-03-12,0,
E0152,C0370,2026-06-09,100,5
E0153,C0088,2025-10-05,0,
E0153,C0145,2026-01-03,0,
E0153,C0090,2025-09-06,15,
E0153,C0146,2024-12-14,100,3
E0153,C0110,2025-01-29,0,
E0153,C0089,2025-11-08,100,5
E0153,C0114,2025-04-09,0,
E0153,C0431,2025-08-14,100,3
E0154,C0219,2025-10-29,100,
E0154,C0236,2025-07-31,37,
E0154,C0249,2025-04-05,100,
E0154,C0211,2026-04-14,5,
E0154,C0504,2025-07-17,100,4
E0155,C0160,2025-05-14,100,4
E0155,C0162,2025-08-08,0,
E0155,C0108,2025-02-12,100,5
E0155,C0164,2025-10-04,100,
E0155,C0161,2025-07-12,100,1
E0155,C0040,2025-02-14,68,
E0156,C0318,2024-11-21,23,
E0156,C0273,2024-12-10,100,
E0156,C0258,2024-02-12,47,
E0156,C0303,2024-05-25,53,
E0157,C0155,2024-07-25,100,3
E0157,C0092,2024-03-30,100,4
E0157,C0165,2024-03-03,100,3
E0157,C0341,2024-04-27,100,2
E0158,C0059,2025-11-01,88,
E0158,C0062,2026-06-02,100,
E0158,C0047,2026-03-14,100,4
E0158,C0076,2025-10-20,56,
E0159,C0141,2026-08-12,75,
E0159,C0156,2026-01-03,37,
E0159,C0101,2026-04-03,90,
E0159,C0125,2026-04-02,18,
E0159,C0110,2025-08-27,100,4
E0159,C0162,2026-06-09,100,5
E0159,C0452,2026-04-16,86,
E0160,C0495,2025-11-06,0,
E0160,C0454,2025-05-20,100,1
E0160,C0498,2025-08-03,100,1
E0160,C0416,2025-01-16,100,3
E0161,C0329,2025-05-30,100,4
E0161,C0326,2025-07-13,100,4
E0161,C0262,2025-01-17,100,5
E0161,C0411,2025-04-04,100,
E0162,C0281,2026-07-29,100,1
E0162,C0293,2026-09-28,100,4
E0162,C0291,2026-02-05,100,5
E0162,C0149,2026-06-11,100,1
E0163,C0496,2024-05-01,100,3
E0163,C0465,2025-01-21,100,3
E0163,C0374,2024-04-20,100,4
E0164,C0312,2025-03-08,53,
E0164,C0328,2025-07-29,0,
E0164,C0296,2025-04-01,47,
E0164,C0253,2024-12-07,100,
E0164,C0321,2025-09-16,40,
E0164,C0325,2024-09-28,100,5
E0164,C0300,2025-01-01,100,1
E0164,C0322,2024-11-14,100,
E0164,C0334,2024-12-26,17,
E0165,C0007,2025-04-29,92,
E0165,C0068,2025-02-13,45,
E0165,C0057,2025-04-28,0,
E0165,C0008,2025-07-18,0,
E0165,C0171,2024-09-21,0,
E0166,C0301,2026-03-25,100,
E0166,C0176,2026-02-26,100,1
E0167,C0386,2026-12-24,0,
E0167,C0383,2026-09-26,100,5
E0167,C0417,2026-07-11,72,
E0167,C0063,2026-07-13,8,
E0168,C0149,2026-04-30,100,5
E0168,C0102,2026-08-24,100,3
E0168,C0274,2026-02-22,0,
E0169,C0496,2026-05-30,100,2
E0169,C0501,2026-07-23,45,
E0169,C0483,2026-05-25,0,
E0169,C0452,2026-10-01,100,5
E0169,C0444,2026-01-18,100,1
E0169,C0422,2026-05-20,100,4
E0169,C0427,2026-09-12,100,
E0169,C0216,2026-06-22,0,
E0170,C0213,2025-03-03,100,
E0170,C0222,2024-07-04,100,1
E0170,C0243,2024-11-20,54,
E0170,C0003,2024-08-17,100,3
E0171,C0088,2026-04-01,100,1
E0171,C0104,2025-11-21,100,3
E0171,C0135,2025-06-14,68,
E0171,C0167,2025-10-27,100,
E0171,C0153,2025-11-26,44,
E0171,C0058,2025-06-26,100,
E0172,C0433,2024-02-01,0,
E0172,C0499,2024-04-11,100,2
E0172,C0470,2023-06-26,100,5
E0172,C0487,2023-12-30,67,
E0172,C0253,2023-08-20,21,
E0173,C0411,2025-01-03,100,
E0173,C0198,2024-09-10,27,
E0174,C0502,2025-05-11,0,
E0174,C0434,2024-08-20,100,3
E0174,C0467,2025-06-03,13,
E0174,C0474,2024-09-23,100,2
E0174,C0441,2025-03-28,100,2
E0174,C0479,2024-10-03,0,
E0174,C0453,2025-05-05,100,3
E0174,C0242,2024-11-18,72,
E0175,C0075,2024-03-12,71,
E0175,C0018,2023-11-02,100,
E0175,C0058,2024-03-10,0,
E0175,C0363,2024-02-23,0,
E0176,C0469,2025-01-06,100,3
E0176,C0472,2025-09-19,43,
E0176,C0486,2025-06-12,0,
E0177,C0072,2027-01-14,38,
E0177,C0054,2027-01-19,100,
E0177,C0030,2026-08-03,100,3
E0177,C0035,2027-01-26,61,
E0177,C0066,2027-03-17,0,
E0177,C0069,2026-09-21,100,4
E0177,C0052,2027-01-12,59,
E0177,C0070,2026-04-20,100,
E0177,C0421,2026-11-28,100,1
E0178,C0397,2024-04-12,100,
E0178,C0398,2023-05-12,93,
E0178,C0338,2023-12-02,0,
E0178,C0356,2023-10-13,0,
E0178,C0362,2023-08-27,43,
E0178,C0391,2024-04-12,64,
E0178,C0132,2023-09-23,45,
E0179,C0046,2024-04-22,37,
E0179,C0028,2024-06-13,7,
E0179,C0018,2024-08-20,100,4
E0179,C0280,2024-05-18,61,
E0180,C0164,2024-12-08,100,4
E0180,C0119,2024-12-14,0,
E0180,C0123,2025-03-11,100,5
E0180,C0134,2025-03-06,100,
E0180,C0153,2024-10-23,50,
E0180,C0156,2024-08-28,100,
E0181,C0487,2025-08-09,0,
E0181,C0474,2024-12-03,100,
E0181,C0449,2025-09-27,100,3
E0181,C0447,2025-11-28,100,5
E0181,C0443,2025-08-01,100,
E0181,C0425,2025-01-04,0,
E0181,C0323,2025-04-14,42,
E0182,C0408,2023-12-03,100,4
E0182,C0420,2023-09-03,0,
E0182,C0355,2024-01-29,100,3
E0182,C0370,2023-11-09,100,
E0182,C0116,2023-09-15,0,
E0183,C0216,2024-08-31,100,
E0183,C0242,2024-08-03,100,2
E0183,C0173,2024-11-30,100,
E0183,C0204,2024-09-13,37,
E0183,C0211,2025-02-24,19,
E0183,C0219,2024-11-23,100,3
E0183,C0181,2024-11-20,0,
E0183,C0455,2025-05-28,100,5
E0184,C0407,2024-06-09,0,
E0184,C0073,2025-01-31,100,3
E0185,C0370,2024-04-05,100,5
E0185,C0414,2024-09-12,100,5
E0185,C0339,2024-01-16,100,3
E0185,C0382,2023-10-24,49,
E0185,C0240,2024-05-02,24,
E0186,C0033,2026-10-17,100,5
E0186,C0047,2026-11-18,100,1
E0186,C0059,2026-09-18,100,
E0186,C0065,2027-03-22,100,
E0186,C0081,2026-08-18,100,
E0186,C0054,2027-04-19,80,
E0187,C0387,2026-11-05,61,
E0187,C0408,2026-11-09,26,
E0187,C0352,2025-11-28,100,4
E0187,C0359,2026-02-02,100,5
E0187,C0366,2026-04-16,0,
E0187,C0380,2025-12-07,47,
E0187,C0378,2026-09-16,84,
E0188,C0129,2025-12-17,22,
E0188,C0089,2025-07-11,0,
E0188,C0167,2025-12-07,70,
E0188,C0360,2026-04-11,95,
E0189,C0238,2026-01-03,48,
E0189,C0237,2024-12-17,100,
E0189,C0247,2025-05-14,0,
E0189,C0186,2025-06-21,100,
E0189,C0219,2025-09-09,100,1
E0189,C0170,2025-03-01,100,1
E0189,C0124,2025-11-21,100,
E0190,C0481,2024-01-16,100,3
E0190,C0427,2023-12-22,100,1
E0190,C0442,2024-04-07,100,1
E0190,C0471,2023-10-23,62,
E0190,C0436,2023-07-06,100,
E0190,C0449,2024-02-01,0,
E0190,C0258,2024-05-01,100,
E0191,C0436,2026-01-23,66,
E0191,C0474,2026-10-11,100,4
E0191,C0476,2026-02-28,100,2
E0191,C0271,2026-10-06,100,5
E0192,C0117,2026-08-13,55,
E0192,C0100,2026-09-04,59,
E0192,C0409,2026-05-07,0,
E0193,C0299,2025-07-19,81,
E0193,C0324,2024-12-19,100,5
E0193,C0297,2025-01-23,100,3
E0193,C0244,2024-10-02,44,
E0194,C0215,2025-06-14,0,
E0194,C0213,2026-06-23,0,
E0194,C0172,2026-03-14,100,4
E0194,C0218,2025-09-16,100,2
E0194,C0251,2026-02-24,100,
E0194,C0199,2025-08-16,26,
E0194,C0173,2025-05-27,0,
E0194,C0212,2025-11-26,0,
E0194,C0268,2025-12-11,100,
E0195,C0414,2026-10-25,100,4
E0195,C0378,2026-12-07,0,
E0195,C0362,2027-03-26,100,2
E0195,C0267,2027-01-28,100,1
E0196,C0115,2025-06-16,100,3
E0196,C0094,2026-01-04,61,
E0196,C0120,2025-12-24,100,5
E0196,C0098,2025-12-29,44,
E0196,C0161,2026-03-03,100,
E0196,C0451,2025-12-01,53,
E0197,C0291,2025-11-18,82,
E0197,C0408,2025-12-13,100,4
E0198,C0107,2027-04-17,100,
E0198,C0105,2026-03-23,100,5
E0198,C0116,2026-08-26,0,
E0198,C0111,2027-02-14,100,1
E0198,C0094,2026-11-20,100,4
E0198,C0269,2027-01-11,100,4
E0199,C0071,2026-05-31,100,4
E0199,C0012,2026-07-11,0,
E0199,C0009,2026-11-11,0,
E0199,C0044,2026-04-13,100,4
E0199,C0065,2026-03-09,95,
E0199,C0053,2026-10-31,100,
E0199,C0069,2026-09-13,100,
E0199,C0032,2026-02-19,100,4
E0199,C0503,2026-07-06,0,
E0200,C0389,2024-02-12,7,
E0200,C0339,2023-10-13,95,
E0200,C0393,2024-01-28,33,
E0200,C0384,2024-03-25,39,
E0200,C0353,2023-06-20,100,4
E0200,C0351,2023-10-10,0,
E0200,C0383,2023-07-23,75,
E0200,C0342,2023-03-21,48,
E0200,C0487,2024-02-16,0,
E0201,C0444,2024-06-30,100,3
E0201,C0425,2025-04-14,0,
E0201,C0479,2024-10-19,100,5
E0201,C0446,2024-10-17,0,
E0201,C0489,2025-01-29,100,2
E0201,C0431,2025-01-16,100,1
E0201,C0503,2024-06-22,68,
E0201,C0457,2024-10-17,100,3
E0201,C0504,2025-02-05,100,
E0202,C0154,2026-07-05,100,4
E0202,C0118,2026-10-17,0,
E0202,C0122,2026-06-18,100,2
E0202,C0351,2026-07-19,100,4
E0203,C0132,2026-06-17,0,
E0203,C0158,2027-07-10,0,
E0203,C0163,2026-12-20,83,
E0203,C0125,2026-07-01,100,
E0203,C0138,2027-05-11,100,
E0203,C0148,2026-10-13,84,
E0203,C0094,2027-05-20,100,3
E0204,C0453,2026-03-31,100,4
E0204,C0325,2025-07-22,100,2
E0205,C0190,2026-04-11,100,
E0205,C0208,2026-04-22,17,
E0205,C0220,2026-10-07,100,1
E0205,C0258,2026-01-09,100,5
E0206,C0106,2023-12-19,100,2
E0206,C0130,2023-05-15,79,
E0206,C0128,2023-12-19,42,
E0206,C0123,2023-05-31,85,
E0206,C0132,2023-07-03,100,2
E0206,C0126,2024-01-03,100,3
E0206,C0114,2023-06-21,86,
E0206,C0135,2024-02-26,0,
E0206,C0496,2023-06-07,100,4
E0207,C0239,2024-09-29,100,5
E0207,C0198,2025-02-08,100,3
E0207,C0188,2024-06-16,28,
E0207,C0177,2025-02-12,100,4
E0207,C0444,2024-07-02,0,
E0208,C0077,2025-10-13,17,
E0208,C0016,2026-04-13,0,
E0208,C0040,2025-07-04,100,
E0208,C0051,2025-12-27,88,
E0208,C0043,2025-07-09,100,
E0208,C0052,2025-11-04,41,
E0209,C0050,2027-02-03,100,1
E0209,C0057,2026-05-17,66,
E0209,C0064,2027-05-13,100,3
E0209,C0203,2027-01-07,100,
E0210,C0208,2024-04-11,100,1
E0210,C0469,2025-04-08,0,
E0211,C0324,2023-06-25,0,
E0211,C0271,2024-02-07,100,1
E0211,C0258,2023-11-01,0,
E0211,C0014,2023-04-21,0,
E0212,C0499,2024-12-19,100,5
E0212,C0483,2024-10-15,0,
E0212,C0444,2024-10-01,100,2
E0212,C0503,2025-05-28,100,
E0212,C0443,2025-01-07,100,2
E0212,C0430,2024-05-04,90,
E0212,C0432,2024-07-23,100,4
E0212,C0460,2024-06-10,100,5
E0212,C0270,2024-12-23,23,
E0213,C0071,2024-09-01,100,3
E0213,C0079,2025-03-15,100,1
E0213,C0064,2024-09-11,84,
E0213,C0082,2025-06-14,43,
E0213,C0496,2025-04-10,61,
E0214,C0425,2025-05-07,95,
E0214,C0447,2025-01-28,13,
E0214,C0460,2024-07-28,55,
E0214,C0178,2024-12-04,100,3
E0215,C0301,2026-08-26,29,
E0215,C0285,2026-11-16,0,
E0215,C0265,2026-11-23,70,
E0215,C0272,2026-03-10,100,5
E0215,C0324,2025-12-17,70,
E0215,C0142,2026-01-12,100,
E0216,C0178,2025-08-17,57,
E0216,C0179,2024-12-11,100,5
E0216,C0247,2025-09-11,13,
E0216,C0211,2024-11-02,82,
E0216,C0252,2025-07-09,0,
E0216,C0190,2024-12-27,100,2
E0216,C0185,2025-07-06,100,1
E0216,C0204,2025-03-17,93,
E0217,C0491,2024-04-17,66,
E0217,C0485,2023-08-28,57,
E0217,C0467,2023-08-25,100,3
E0217,C0501,2023-04-02,100,
E0217,C0450,2023-07-17,100,
E0217,C0453,2024-01-23,100,5
E0217,C0461,2023-07-02,57,
E0217,C0183,2023-04-01,100,3
E0218,C0028,2024-12-06,100,
E0218,C0008,2024-06-12,100,4
E0218,C0067,2024-04-06,0,
E0218,C0030,2024-06-11,100,4
E0218,C0050,2024-09-03,0,
E0218,C0068,2024-08-29,100,
E0219,C0187,2023-12-29,26,
E0219,C0227,2023-12-03,100,
E0219,C0209,2024-05-10,100,3
E0219,C0173,2024-02-09,100,4
E0219,C0377,2024-06-04,0,
E0220,C0471,2025-10-07,74,
E0220,C0437,2025-08-31,0,
E0220,C0455,2025-11-06,0,
E0220,C0323,2025-07-17,100,4
E0221,C0027,2024-12-09,95,
E0221,C0406,2024-10-04,100,1
E0222,C0467,2025-09-18,100,4
E0222,C0466,2025-09-29,100,
E0222,C0203,2025-03-31,100,
E0223,C0327,2026-03-28,11,
E0223,C0260,2026-01-28,100,4
E0223,C0268,2025-12-21,0,
E0223,C0287,2025-08-23,100,1
E0223,C0280,2025-07-09,100,2
E0223,C0304,2025-10-25,59,
E0223,C0314,2026-01-12,100,2
E0223,C0445,2025-03-29,87,
E0224,C0265,2024-05-17,100,3
E0224,C0270,2024-11-05,100,
E0224,C0299,2024-02-19,0,
E0224,C0198,2025-02-07,100,1
E0225,C0120,2024-07-12,0,
E0225,C0091,2024-08-24,100,
E0225,C0092,2024-10-02,51,
E0225,C0108,2024-03-10,100,2
E0225,C0132,2024-01-08,100,
E0225,C0098,2024-04-23,24,
E0225,C0086,2024-06-06,92,
E0225,C0281,2024-08-31,0,
E0226,C0468,2024-05-02,100,1
E0226,C0493,2024-01-22,53,
E0226,C0394,2023-12-31,7,
E0227,C0243,2025-07-23,0,
E0227,C0198,2025-10-11,27,
E0228,C0260,2025-07-14,40,
E0228,C0304,2025-04-11,100,4
E0228,C0224,2025-05-27,100,2
E0229,C0274,2024-12-01,100,3
E0229,C0314,2024-10-29,100,1
E0229,C0267,2024-04-10,100,4
E0229,C0322,2024-10-19,100,1
E0229,C0003,2024-05-27,100,5
E0230,C0331,2025-04-23,100,2
E0230,C0277,2024-12-20,53,
E0230,C0281,2025-01-13,9,
E0230,C0300,2025-06-03,86,
E0230,C0288,2024-11-09,100,4
E0230,C0265,2025-06-09,0,
E0230,C0187,2025-05-06,100,
E0231,C0366,2024-03-13,100,5
E0231,C0344,2024-11-24,100,
E0231,C0480,2024-03-23,100,1
E0232,C0316,2026-03-15,0,
E0232,C0307,2026-01-02,69,
E0232,C0413,2026-10-02,0,
E0233,C0202,2023-02-08,100,1
E0233,C0183,2023-02-06,0,
E0233,C0249,2023-08-10,100,5
E0233,C0348,2023-03-10,100,
E0234,C0450,2023-03-11,61,
E0234,C0492,2024-02-06,22,
E0234,C0423,2023-04-09,100,5
E0234,C0491,2024-03-09,0,
E0234,C0446,2023-07-23,78,
E0234,C0309,2023-03-30,100,
E0235,C0253,2025-09-07,100,1
E0235,C0324,2026-02-10,14,
E0235,C0261,2025-06-25,100,5
E0235,C0267,2025-07-14,100,1
E0235,C0418,2025-06-25,100,1
E0236,C0014,2024-12-08,100,4
E0236,C0067,2024-02-18,84,
E0236,C0068,2024-06-04,100,3
E0236,C0075,2024-06-12,100,
E0236,C0083,2024-12-27,0,
E0236,C0079,2024-06-17,100,
E0236,C0056,2024-05-09,38,
E0236,C0293,2024-02-14,0,
E0237,C0027,2024-04-24,13,
E0237,C0040,2024-03-04,100,1
E0237,C0055,2024-02-29,12,
E0237,C0065,2024-05-05,11,
E0237,C0042,2024-02-16,100,2
E0237,C0058,2024-01-24,100,2
E0237,C0003,2023-07-25,100,2
E0237,C0016,2023-08-08,78,
E0237,C0052,2023-05-23,15,
E0238,C0347,2025-03-10,100,2
E0238,C0355,2024-06-13,100,
E0238,C0402,2024-11-17,100,
E0238,C0339,2025-03-14,0,
E0238,C0442,2024-12-02,100,4
E0239,C0098,2025-03-10,0,
E0239,C0093,2024-05-20,100,4
E0239,C0119,2024-07-20,100,3
E0239,C0163,2024-11-26,33,
E0239,C0154,2024-06-27,8,
E0239,C0102,2024-12-31,100,2
E0239,C0133,2024-06-14,28,
E0239,C0164,2024-06-14,21,
E0240,C0127,2026-03-02,63,
E0240,C0146,2025-03-31,100,1
E0240,C0115,2026-01-30,100,1
E0240,C0404,2026-01-23,100,
E0241,C0470,2025-06-20,100,
E0241,C0453,2026-07-01,8,
E0241,C0499,2026-02-07,45,
E0241,C0043,2026-03-28,36,
E0242,C0136,2023-08-26,100,4
E0242,C0153,2023-12-14,0,
E0242,C0154,2023-11-30,19,
E0242,C0130,2024-03-29,49,
E0242,C0043,2023-06-03,0,
E0243,C0050,2026-01-10,0,
E0243,C0068,2026-08-29,0,
E0243,C0020,2026-01-24,100,5
E0243,C0401,2025-10-16,73,
E0244,C0437,2024-09-07,54,
E0244,C0427,2024-08-18,0,
E0244,C0457,2024-03-01,100,
E0245,C0478,2026-03-19,21,
E0245,C0440,2026-06-28,100,4
E0245,C0446,2026-04-01,100,5
E0246,C0109,2026-06-06,80,
E0246,C0138,2026-04-29,54,
E0246,C0309,2025-07-09,75,
E0247,C0181,2025-06-21,0,
E0247,C0213,2025-09-17,100,
E0247,C0212,2025-03-12,100,5
E0247,C0245,2025-10-24,100,1
E0247,C0409,2025-07-10,0,
E0248,C0013,2023-07-13,100,2
E0248,C0061,2023-08-02,15,
E0248,C0042,2023-12-08,34,
E0248,C0037,2023-05-10,100,5
E0248,C0038,2023-06-08,100,1
E0248,C0019,2023-07-18,100,
E0248,C0006,2023-12-09,62,
E0248,C0083,2023-02-28,40,
E0248,C0062,2023-12-21,0,
E0249,C0069,2025-06-23,100,4
E0249,C0081,2025-08-19,0,
E0249,C0231,2025-09-19,100,3
E0250,C0480,2024-03-20,100,1
E0250,C0428,2024-09-16,100,
E0250,C0421,2023-11-28,100,4
E0250,C0101,2024-06-13,37,
E0251,C0207,2026-01-29,48,
E0251,C0240,2026-03-21,16,
E0251,C0466,2026-02-07,100,
E0252,C0463,2023-10-19,0,
E0252,C0435,2023-09-15,100,2
E0252,C0248,2024-06-12,0,
E0253,C0320,2024-10-28,100,3
E0253,C0289,2024-03-03,0,
E0253,C0292,2024-07-08,50,
E0253,C0310,2024-03-07,100,
E0253,C0299,2024-10-21,52,
E0253,C0313,2024-08-19,100,1
E0253,C0314,2024-03-04,100,4
E0253,C0262,2024-07-21,73,
E0254,C0218,2025-03-15,100,
E0254,C0215,2025-09-09,0,
E0254,C0179,2025-08-24,0,
E0254,C0093,2025-01-22,100,2
E0255,C0501,2025-05-03,30,
E0255,C0444,2025-05-28,100,4
E0255,C0469,2024-12-10,0,
E0255,C0453,2025-09-11,61,
E0255,C0422,2025-10-07,0,
E0255,C0441,2025-11-16,100,3
E0255,C0156,2025-08-11,100,
E0256,C0065,2024-12-15,100,3
E0256,C0048,2024-12-14,88,
E0256,C0073,2024-10-16,0,
E0256,C0010,2024-12-03,100,3
E0256,C0108,2024-11-29,0,
E0257,C0251,2027-01-02,100,5
E0257,C0219,2026-12-09,100,3
E0257,C0174,2026-08-20,100,4
E0257,C0186,2026-08-23,53,
E0257,C0175,2026-03-10,61,
E0257,C0241,2027-02-04,100,
E0257,C0213,2027-01-24,8,
E0258,C0285,2023-08-03,100,3
E0258,C0262,2023-04-23,100,3
E0258,C0265,2023-06-05,100,5
E0258,C0261,2023-03-08,33,
E0258,C0326,2023-07-24,100,3
E0258,C0309,2023-11-11,63,
E0258,C0314,2023-06-25,84,
E0259,C0422,2023-05-18,10,
E0259,C0440,2024-04-03,63,
E0259,C0478,2023-11-26,0,
E0259,C0455,2023-07-04,72,
E0259,C0448,2023-09-22,0,
E0259,C0429,2023-05-01,100,5
E0259,C0439,2024-01-23,100,
E0259,C0486,2023-06-22,34,
E0260,C0092,2025-06-29,85,
E0260,C0151,2025-06-14,69,
E0260,C0099,2025-07-24,59,
E0260,C0085,2025-07-05,100,
E0260,C0165,2025-12-23,100,1
E0260,C0087,2025-06-10,100,1
E0260,C0107,2026-01-29,57,
E0260,C0404,2025-10-28,0,
E0261,C0358,2025-10-20,65,
E0261,C0377,2025-11-29,0,
E0261,C0351,2025-04-07,100,5
E0261,C0342,2025-07-19,16,
E0261,C0412,2026-01-03,0,
E0261,C0395,2025-10-04,100,3
E0261,C0384,2025-11-26,100,4
E0261,C0405,2025-08-28,0,
E0262,C0222,2026-06-23,100,5
E0262,C0243,2026-09-30,0,
E0262,C0215,2026-06-16,100,1
E0262,C0181,2026-07-26,35,
E0262,C0201,2026-02-27,0,
E0262,C0212,2026-05-11,94,
E0262,C0202,2027-03-06,100,
E0262,C0192,2026-12-29,21,
E0262,C0005,2026-06-23,100,4
E0263,C0212,2026-01-03,100,5
E0263,C0228,2026-03-27,100,1
E0263,C0186,2025-09-14,79,
E0264,C0202,2023-04-14,100,1
E0264,C0179,2023-09-03,100,1
E0264,C0238,2023-11-10,0,
E0264,C0174,2023-07-11,70,
E0264,C0230,2024-01-31,48,
E0264,C0178,2023-08-30,0,
E0264,C0188,2023-03-22,100,
E0264,C0184,2023-03-28,100,4
E0264,C0034,2023-02-24,0,
E0265,C0260,2024-06-28,100,3
E0265,C0304,2025-01-03,27,
E0265,C0088,2024-10-27,22,
E0266,C0280,2026-06-11,100,1
E0266,C0322,2026-04-22,100,1
E0266,C0296,2026-07-30,100,4
E0266,C0289,2026-03-13,100,
E0266,C0281,2026-03-26,100,
E0266,C0295,2026-04-26,100,5
E0266,C0315,2026-08-14,100,5
E0266,C0153,2025-10-05,100,
E0267,C0076,2025-10-25,0,
E0267,C0101,2026-08-22,47,
E0268,C0085,2025-06-25,100,2
E0268,C0123,2026-03-04,100,
E0268,C0157,2026-05-05,0,
E0268,C0154,2026-05-11,87,
E0268,C0110,2026-01-02,100,1
E0268,C0095,2025-10-21,100,
E0268,C0146,2026-04-30,100,5
E0268,C0112,2025-12-01,47,
E0268,C0252,2025-10-16,34,
E0269,C0333,2024-02-03,95,
E0269,C0321,2024-07-19,83,
E0269,C0307,2024-03-19,100,
E0269,C0298,2024-06-01,100,4
E0269,C0265,2023-08-24,100,4
E0270,C0430,2024-06-13,100,
E0270,C0454,2024-10-18,82,
E0270,C0035,2025-02-07,100,5
E0271,C0459,2024-08-03,0,
E0271,C0477,2024-06-25,100,
E0271,C0448,2025-04-21,100,
E0271,C0489,2025-01-01,100,
E0271,C0468,2025-04-27,37,
E0271,C0068,2025-05-31,17,
E0272,C0475,2024-10-28,100,5
E0272,C0441,2024-11-14,0,
E0272,C0427,2024-07-02,0,
E0272,C0451,2024-07-22,100,2
E0272,C0493,2025-01-15,0,
E0272,C0438,2025-06-05,0,
E0272,C0490,2024-08-21,89,
E0273,C0389,2025-01-10,100,
E0273,C0403,2024-04-19,100,1
E0273,C0380,2024-05-27,100,1
E0273,C0362,2024-08-05,100,1
E0273,C0337,2024-05-04,0,
E0273,C0396,2025-01-16,100,1
E0273,C0356,2024-07-25,100,
E0273,C0148,2025-01-29,100,3
E0274,C0232,2025-11-30,100,1
E0274,C0195,2025-10-12,47,
E0274,C0179,2026-03-08,19,
E0274,C0208,2026-04-06,100,5
E0274,C0181,2025-09-25,93,
E0274,C0176,2026-04-14,100,1
E0274,C0225,2026-06-01,100,4
E0274,C0213,2026-07-08,100,4
E0274,C0486,2025-08-01,64,
E0275,C0364,2025-02-05,0,
E0275,C0492,2024-10-21,100,2
E0276,C0434,2027-05-14,28,
E0276,C0431,2027-05-26,100,3
E0276,C0483,2027-01-31,47,
E0276,C0440,2027-04-06,59,
E0276,C0479,2026-10-07,51,
E0276,C0496,2026-12-12,33,
E0276,C0291,2027-01-09,36,
E0277,C0408,2025-03-22,71,
E0277,C0387,2025-10-18,100,1
E0277,C0349,2026-01-29,100,3
E0277,C0363,2025-11-10,100,
E0277,C0364,2025-10-01,0,
