id,titre,categorie,sujet,niveau,prix,duree_heures,date_publication,professeur_id
C0304,GraphQL expliqué simplement,Développement web,GraphQL,debutant,149,12,2024-02-14,P028
C0305,GraphQL par la pratique : optimiser un SaaS,Développement web,GraphQL,intermediaire,99,11,2025-04-18,P004
C0306,GraphQL : le guide complet,Développement web,GraphQL,avance,0,22,2023-07-16,P022
C0307,Atelier GraphQL : une API,Développement web,GraphQL,intermediaire,39,22,2025-07-28,P028
C0308,GraphQL : de zéro à la production,Développement web,GraphQL,avance,0,33,2025-08-08,P028
C0309,Atelier Supabase : une application web complète,Développement web,Supabase,debutant,149,3,2025-12-29,P016
C0310,Supabase expliqué simplement,Développement web,Supabase,debutant,129,6,2025-08-18,P004
C0311,Supabase : le guide complet,Développement web,Supabase,intermediaire,49,24,2026-07-12,P022
C0312,Supabase en pratique,Développement web,Supabase,intermediaire,59,25,2025-05-01,P022
C0313,Supabase par la pratique : tester une application web complète,Développement web,Supabase,debutant,59,7,2024-07-03,P022
C0314,Supabase avancé : optimiser une boutique en ligne,Développement web,Supabase,avance,149,21,2023-08-07,P004
C0315,Supabase pour les débutants,Développement web,Supabase,debutant,0,12,2024-01-10,P016
C0316,Stripe en pratique,Développement web,Stripe,intermediaire,0,8,2024-09-03,P004
C0317,Stripe pour les débutants,Développement web,Stripe,debutant,149,8,2025-11-02,P016
C0318,Stripe par la pratique : publier une boutique en ligne,Développement web,Stripe,avance,149,26,2025-04-29,P022
C0319,Maîtriser Stripe,Développement web,Stripe,avance,79,42,2026-01-21,P004
C0320,Les bases de Stripe,Développement web,Stripe,debutant,79,7,2026-07-07,P004
C0321,Stripe : le guide complet,Développement web,Stripe,avance,129,41,2024-08-07,P028
C0322,Atelier Stripe : une application web complète,Développement web,Stripe,intermediaire,129,19,2026-01-25,P028
C0323,Playwright avancé : construire un SaaS,Développement web,Playwright,avance,59,19,2025-08-21,P022
C0324,Playwright par la pratique : publier un SaaS,Développement web,Playwright,avance,79,31,2023-08-11,P010
C0325,Playwright expliqué simplement,Développement web,Playwright,debutant,39,11,2023-07-09,P016
C0326,Atelier Playwright : une boutique en ligne,Développement web,Playwright,avance,99,35,2024-02-29,P004
C0327,Maîtriser Playwright,Développement web,Playwright,avance,0,26,2024-09-12,P010
C0328,Les bases de Playwright,Développement web,Playwright,debutant,79,7,2024-05-26,P004
C0329,Playwright : le guide complet,Développement web,Playwright,debutant,39,9,2023-01-10,P004
C0330,HTML et CSS : le guide complet,Développement web,HTML et CSS,avance,199,33,2024-12-06,P028
C0331,HTML et CSS : de zéro à la production,Développement web,HTML et CSS,debutant,0,12,2025-11-13,P004
C0332,HTML et CSS en pratique,Développement web,HTML et CSS,debutant,199,5,2024-12-14,P028
C0333,HTML et CSS pour les débutants,Développement web,HTML et CSS,debutant,49,4,2024-08-04,P004
C0334,HTML et CSS avancé : publier un portfolio,Développement web,HTML et CSS,avance,129,35,2026-07-01,P004
C0335,HTML et CSS par la pratique : sécuriser une application web complète,Développement web,HTML et CSS,debutant,149,5,2023-10-20,P022
C0336,Les bases de HTML et CSS,Développement web,HTML et CSS,debutant,99,11,2026-02-26,P004
C0337,Maîtriser Cybersécurité,Sécurité,Cybersécurité,avance,149,18,2024-05-02,P023
C0338,Cybersécurité expliqué simplement,Sécurité,Cybersécurité,debutant,0,9,2026-04-12,P023
C0339,Les bases de Cybersécurité,Sécurité,Cybersécurité,debutant,19,8,2026-03-06,P023
C0340,Cybersécurité avancé : protéger des conteneurs,Sécurité,Cybersécurité,avance,29,43,2024-11-13,P017
C0341,Cybersécurité : le guide complet,Sécurité,Cybersécurité,intermediaire,39,12,2026-04-23,P011
C0342,Atelier Cybersécurité : un serveur exposé,Sécurité,Cybersécurité,intermediaire,19,19,2025-12-14,P017
C0343,Cybersécurité par la pratique : analyser une application web,Sécurité,Cybersécurité,intermediaire,149,19,2023-09-29,P005
C0344,Analyse de ports avancé : auditer un serveur exposé,Sécurité,Analyse de ports,avance,19,32,2026-07-11,P011
C0345,Analyse de ports pour les débutants,Sécurité,Analyse de ports,debutant,29,12,2024-10-26,P023
C0346,Analyse de ports par la pratique : auditer des conteneurs,Sécurité,Analyse de ports,debutant,0,5,2023-08-10,P011
C0347,Atelier Analyse de ports : des accès utilisateurs,Sécurité,Analyse de ports,intermediaire,39,14,2023-11-24,P017
C0348,Analyse de ports expliqué simplement,Sécurité,Analyse de ports,debutant,39,11,2026-01-05,P011
C0349,Les bases de Analyse de ports,Sécurité,Analyse de ports,debutant,19,8,2023-10-22,P029
C0350,Analyse de ports en pratique,Sécurité,Analyse de ports,debutant,39,8,2025-09-28,P029
C0351,Maîtriser Pare-feu Linux,Sécurité,Pare-feu Linux,avance,149,29,2026-01-19,P023
C0352,Atelier Pare-feu Linux : des conteneurs,Sécurité,Pare-feu Linux,intermediaire,199,20,2026-05-25,P017
C0353,Pare-feu Linux : le guide complet,Sécurité,Pare-feu Linux,debutant,0,4,2023-03-06,P023
C0354,Les bases de Pare-feu Linux,Sécurité,Pare-feu Linux,debutant,129,12,2023-11-13,P023
C0355,Pare-feu Linux avancé : détecter un serveur exposé,Sécurité,Pare-feu Linux,avance,79,18,2023-07-08,P023
C0356,Pare-feu Linux en pratique,Sécurité,Pare-feu Linux,debutant,129,9,2025-11-02,P029
C0357,Pare-feu Linux expliqué simplement,Sécurité,Pare-feu Linux,debutant,29,7,2025-09-30,P029
C0358,OWASP par la pratique : protéger un serveur exposé,Sécurité,OWASP,avance,49,20,2023-04-30,P029
C0359,OWASP : le guide complet,Sécurité,OWASP,avance,39,35,2025-09-28,P029
C0360,OWASP pour les débutants,Sécurité,OWASP,debutant,19,3,2023-07-31,P011
C0361,OWASP expliqué simplement,Sécurité,OWASP,debutant,149,5,2023-12-19,P029
C0362,Les bases de OWASP,Sécurité,OWASP,debutant,129,4,2025-06-15,P029
C0363,Atelier OWASP : des accès utilisateurs,Sécurité,OWASP,avance,0,40,2024-12-27,P011
C0364,Maîtriser OWASP,Sécurité,OWASP,intermediaire,149,13,2024-05-24,P011
C0365,Cryptographie : de zéro à la production,Sécurité,Cryptographie,debutant,19,7,2024-01-10,P011
C0366,Maîtriser Cryptographie,Sécurité,Cryptographie,intermediaire,29,9,2025-06-06,P029
C0367,Cryptographie pour les débutants,Sécurité,Cryptographie,debutant,79,4,2023-12-05,P023
C0368,Cryptographie expliqué simplement,Sécurité,Cryptographie,debutant,59,10,2025-08-22,P029
C0369,Atelier Cryptographie : des accès utilisateurs,Sécurité,Cryptographie,avance,19,27,2026-02-19,P023
C0370,Cryptographie avancé : analyser un serveur exposé,Sécurité,Cryptographie,avance,49,42,2026-03-25,P011
C0371,Cryptographie en pratique,Sécurité,Cryptographie,intermediaire,149,10,2024-01-25,P023
C0372,Pentest : le guide complet,Sécurité,Pentest,debutant,99,6,2024-06-12,P011
C0373,Pentest par la pratique : durcir des accès utilisateurs,Sécurité,Pentest,intermediaire,0,21,2024-08-28,P011
C0374,Pentest en pratique,Sécurité,Pentest,intermediaire,39,15,2025-05-17,P005
C0375,Pentest pour les débutants,Sécurité,Pentest,debutant,149,11,2025-01-01,P005
C0376,Pentest : de zéro à la production,Sécurité,Pentest,avance,149,15,2023-10-06,P017
C0377,Atelier Pentest : un serveur exposé,Sécurité,Pentest,avance,0,18,2025-12-24,P017
C0378,Maîtriser Pentest,Sécurité,Pentest,avance,19,19,2023-03-13,P005
C0379,Atelier SIEM : une application web,Sécurité,SIEM,intermediaire,59,15,2025-02-05,P005
C0380,SIEM pour les débutants,Sécurité,SIEM,debutant,79,5,2025-11-08,P029
C0381,SIEM expliqué simplement,Sécurité,SIEM,debutant,79,10,2025-02-22,P005
C0382,SIEM avancé : analyser une application web,Sécurité,SIEM,avance,99,43,2025-07-03,P005
C0383,SIEM : de zéro à la production,Sécurité,SIEM,intermediaire,79,24,2024-10-25,P023
C0384,SIEM par la pratique : détecter une application web,Sécurité,SIEM,avance,0,26,2025-11-22,P017
C0385,Maîtriser SIEM,Sécurité,SIEM,avance,0,23,2023-06-28,P023
C0386,Atelier Zero Trust : des conteneurs,Sécurité,Zero Trust,debutant,19,4,2025-09-17,P029
C0387,Zero Trust avancé : durcir des accès utilisateurs,Sécurité,Zero Trust,avance,79,31,2025-02-19,P017
C0388,Les bases de Zero Trust,Sécurité,Zero Trust,debutant,79,12,2026-05-09,P029
C0389,Maîtriser Zero Trust,Sécurité,Zero Trust,debutant,199,3,2023-03-04,P011
C0390,Zero Trust pour les débutants,Sécurité,Zero Trust,debutant,39,3,2025-04-16,P005
C0391,Zero Trust : de zéro à la production,Sécurité,Zero Trust,avance,99,42,2026-03-25,P005
C0392,Zero Trust en pratique,Sécurité,Zero Trust,intermediaire,39,13,2023-11-19,P023
C0393,Gestion des identités en pratique,Sécurité,Gestion des identités,intermediaire,99,12,2024-11-16,P017
C0394,Gestion des identités avancé : durcir des conteneurs,Sécurité,Gestion des identités,avance,79,26,2024-03-22,P023
C0395,Gestion des identités expliqué simplement,Sécurité,Gestion des identités,debutant,0,3,2023-02-08,P011
C0396,Gestion des identités par la pratique : détecter une application web,Sécurité,Gestion des identités,avance,39,45,2026-07-04,P011
C0397,Maîtriser Gestion des identités,Sécurité,Gestion des identités,intermediaire,39,22,2026-06-13,P011
C0398,Atelier Gestion des identités : une application web,Sécurité,Gestion des identités,intermediaire,0,25,2025-11-03,P029
C0399,Gestion des identités : le guide complet,Sécurité,Gestion des identités,debutant,59,9,2026-06-02,P005
C0400,Les bases de Sécurité Docker,Sécurité,Sécurité Docker,debutant,19,5,2024-04-30,P005
C0401,Sécurité Docker par la pratique : analyser un réseau d’entreprise,Sécurité,Sécurité Docker,intermediaire,0,11,2023-09-02,P029
C0402,Sécurité Docker : de zéro à la production,Sécurité,Sécurité Docker,intermediaire,29,16,2024-01-06,P023
C0403,Atelier Sécurité Docker : un serveur exposé,Sécurité,Sécurité Docker,avance,99,34,2025-07-31,P017
C0404,Sécurité Docker expliqué simplement,Sécurité,Sécurité Docker,debutant,49,7,2023-06-02,P017
C0405,Sécurité Docker en pratique,Sécurité,Sécurité Docker,avance,199,17,2025-06-26,P017
C0406,Sécurité Docker pour les débutants,Sécurité,Sécurité Docker,debutant,99,8,2023-07-02,P011
C0407,Wireshark : le guide complet,Sécurité,Wireshark,avance,19,40,2025-02-13,P023
C0408,Wireshark en pratique,Sécurité,Wireshark,avance,59,21,2023-01-30,P017
C0409,Wireshark pour les débutants,Sécurité,Wireshark,debutant,59,12,2024-05-09,P023
C0410,Wireshark : de zéro à la production,Sécurité,Wireshark,intermediaire,19,23,2026-02-25,P023
C0411,Wireshark expliqué simplement,Sécurité,Wireshark,debutant,19,4,2025-07-21,P029
C0412,Atelier Wireshark : une application web,Sécurité,Wireshark,avance,149,43,2025-11-25,P005
C0413,Wireshark avancé : détecter un réseau d’entreprise,Sécurité,Wireshark,avance,0,41,2025-09-30,P023
C0414,Maîtriser Nmap,Sécurité,Nmap,intermediaire,49,12,2025-12-24,P005
C0415,Les bases de Nmap,Sécurité,Nmap,debutant,79,7,2025-07-31,P011
C0416,Nmap pour les débutants,Sécurité,Nmap,debutant,0,6,2025-07-26,P023
C0417,Nmap en pratique,Sécurité,Nmap,avance,79,16,2024-08-26,P011
C0418,Nmap avancé : auditer des conteneurs,Sécurité,Nmap,avance,0,23,2023-09-21,P023
C0419,Atelier Nmap : des accès utilisateurs,Sécurité,Nmap,intermediaire,0,23,2024-09-19,P005
C0420,Nmap : de zéro à la production,Sécurité,Nmap,intermediaire,149,25,2023-05-19,P017
C0421,AWS : de zéro à la production,Cloud,AWS,avance,99,41,2025-05-09,P012
C0422,Maîtriser AWS,Cloud,AWS,debutant,99,5,2025-04-24,P030
C0423,Atelier AWS : une application serverless,Cloud,AWS,avance,29,36,2024-07-22,P030
C0424,AWS en pratique,Cloud,AWS,intermediaire,0,12,2023-12-02,P018
C0425,AWS : le guide complet,Cloud,AWS,avance,39,16,2023-07-01,P012
C0426,AWS pour les débutants,Cloud,AWS,debutant,59,12,2025-03-19,P018
C0427,AWS avancé : optimiser une plateforme multi-comptes,Cloud,AWS,avance,199,22,2024-02-22,P006
C0428,Azure en pratique,Cloud,Azure,avance,79,34,2023-11-19,P006
C0429,Azure : le guide complet,Cloud,Azure,debutant,0,9,2025-11-11,P006
C0430,Maîtriser Azure,Cloud,Azure,avance,29,44,2025-02-21,P024
C0431,Azure expliqué simplement,Cloud,Azure,debutant,79,9,2023-05-06,P006
C0432,Azure par la pratique : architecturer une application serverless,Cloud,Azure,avance,19,28,2024-04-05,P018
C0433,Azure avancé : migrer un data lake,Cloud,Azure,avance,29,24,2025-04-06,P006
C0434,Azure pour les débutants,Cloud,Azure,debutant,199,6,2023-12-31,P018
C0435,Google Cloud : de zéro à la production,Cloud,Google Cloud,debutant,149,12,2024-12-10,P012
C0436,Maîtriser Google Cloud,Cloud,Google Cloud,debutant,79,10,2024-02-04,P018
C0437,Google Cloud expliqué simplement,Cloud,Google Cloud,debutant,129,7,2026-03-16,P030
C0438,Google Cloud en pratique,Cloud,Google Cloud,debutant,99,5,2023-04-26,P018
C0439,Atelier Google Cloud : une plateforme multi-comptes,Cloud,Google Cloud,intermediaire,99,15,2023-02-18,P006
C0440,Google Cloud avancé : migrer une application serverless,Cloud,Google Cloud,avance,49,41,2025-07-29,P006
C0441,Les bases de Google Cloud,Cloud,Google Cloud,debutant,39,5,2026-04-11,P024
C0442,AWS Lambda avancé : sécuriser une application serverless,Cloud,AWS Lambda,avance,79,17,2025-01-13,P018
C0443,Atelier AWS Lambda : une application serverless,Cloud,AWS Lambda,avance,149,41,2025-02-04,P012
C0444,Les bases de AWS Lambda,Cloud,AWS Lambda,debutant,29,9,2023-10-21,P024
C0445,AWS Lambda : le guide complet,Cloud,AWS Lambda,debutant,19,7,2023-02-14,P024
C0446,Maîtriser AWS Lambda,Cloud,AWS Lambda,avance,39,22,2024-04-09,P012
C0447,AWS Lambda pour les débutants,Cloud,AWS Lambda,debutant,149,4,2025-07-17,P024
C0448,AWS Lambda par la pratique : sécuriser un site à fort trafic,Cloud,AWS Lambda,debutant,79,5,2025-10-01,P024
C0449,S3 et CloudFront par la pratique : migrer un site à fort trafic,Cloud,S3 et CloudFront,debutant,149,9,2025-08-22,P024
C0450,S3 et CloudFront expliqué simplement,Cloud,S3 et CloudFront,debutant,19,10,2024-10-23,P030
C0451,Les bases de S3 et CloudFront,Cloud,S3 et CloudFront,debutant,79,11,2026-05-25,P018
C0452,Maîtriser S3 et CloudFront,Cloud,S3 et CloudFront,avance,199,29,2023-11-15,P018
C0453,Atelier S3 et CloudFront : une charge de travail critique,Cloud,S3 et CloudFront,intermediaire,29,21,2024-08-25,P030
C0454,S3 et CloudFront : le guide complet,Cloud,S3 et CloudFront,debutant,59,4,2025-12-03,P018
C0455,S3 et CloudFront avancé : optimiser une plateforme multi-comptes,Cloud,S3 et CloudFront,avance,29,33,2025-04-30,P018
C0456,IAM : de zéro à la production,Cloud,IAM,debutant,79,12,2026-05-24,P024
C0457,IAM : le guide complet,Cloud,IAM,intermediaire,39,13,2024-06-08,P018
C0458,IAM expliqué simplement,Cloud,IAM,debutant,0,11,2025-12-19,P024
C0459,Atelier IAM : un data lake,Cloud,IAM,intermediaire,59,17,2025-04-11,P018
C0460,Maîtriser IAM,Cloud,IAM,avance,19,44,2026-01-23,P018
C0461,Les bases de IAM,Cloud,IAM,debutant,29,6,2023-12-14,P018
C0462,IAM avancé : migrer une application serverless,Cloud,IAM,avance,19,20,2025-04-10,P006
C0463,EKS pour les débutants,Cloud,EKS,debutant,59,12,2023-05-23,P024
C0464,EKS : le guide complet,Cloud,EKS,avance,59,28,2024-10-28,P012
C0465,Les bases de EKS,Cloud,EKS,debutant,0,5,2025-11-05,P006
C0466,Maîtriser EKS,Cloud,EKS,debutant,39,11,2024-09-13,P024
C0467,EKS expliqué simplement,Cloud,EKS,debutant,59,9,2023-04-04,P006
C0468,EKS en pratique,Cloud,EKS,debutant,59,6,2026-03-07,P030
C0469,EKS par la pratique : déployer une plateforme multi-comptes,Cloud,EKS,avance,59,33,2024-06-12,P030
C0470,Bedrock en pratique,Cloud,Bedrock,intermediaire,129,24,2023-09-22,P006
C0471,Bedrock par la pratique : architecturer un site à fort trafic,Cloud,Bedrock,debutant,149,12,2023-06-19,P018
C0472,Bedrock : le guide complet,Cloud,Bedrock,avance,0,33,2023-01-06,P024
C0473,Bedrock pour les débutants,Cloud,Bedrock,debutant,39,9,2024-08-23,P012
C0474,Bedrock : de zéro à la production,Cloud,Bedrock,intermediaire,19,22,2024-06-15,P024
C0475,Bedrock avancé : architecturer un data lake,Cloud,Bedrock,avance,149,31,2023-05-28,P024
C0476,Bedrock expliqué simplement,Cloud,Bedrock,debutant,59,12,2023-01-21,P018
C0477,Serverless par la pratique : déployer une charge de travail critique,Cloud,Serverless,debutant,49,6,2025-04-25,P012
C0478,Les bases de Serverless,Cloud,Serverless,debutant,99,3,2024-07-28,P006
C0479,Serverless en pratique,Cloud,Serverless,intermediaire,49,24,2025-09-29,P030
C0480,Serverless : le guide complet,Cloud,Serverless,avance,149,20,2025-09-19,P024
C0481,Maîtriser Serverless,Cloud,Serverless,intermediaire,29,15,2024-09-12,P012
C0482,Atelier Serverless : un site à fort trafic,Cloud,Serverless,avance,79,35,2025-09-20,P024
C0483,Serverless expliqué simplement,Cloud,Serverless,debutant,129,11,2024-06-07,P018
C0484,Coûts cloud avancé : optimiser une application serverless,Cloud,Coûts cloud,avance,199,25,2025-10-24,P018
C0485,Coûts cloud par la pratique : optimiser une charge de travail critique,Cloud,Coûts cloud,avance,149,28,2025-08-04,P024
C0486,Maîtriser Coûts cloud,Cloud,Coûts cloud,debutant,0,12,2025-12-05,P018
C0487,Les bases de Coûts cloud,Cloud,Coûts cloud,debutant,99,12,2023-01-30,P012
C0488,Coûts cloud : de zéro à la production,Cloud,Coûts cloud,debutant,199,9,2023-01-19,P024
C0489,Coûts cloud pour les débutants,Cloud,Coûts cloud,debutant,149,4,2025-06-16,P018
C0490,Coûts cloud en pratique,Cloud,Coûts cloud,intermediaire,29,8,2023-05-26,P006
C0491,Atelier Architecture cloud : une charge de travail critique,Cloud,Architecture cloud,intermediaire,199,16,2024-03-09,P006
C0492,Maîtriser Architecture cloud,Cloud,Architecture cloud,avance,129,32,2024-07-09,P012
C0493,Architecture cloud expliqué simplement,Cloud,Architecture cloud,debutant,29,3,2024-11-13,P024
C0494,Architecture cloud pour les débutants,Cloud,Architecture cloud,debutant,49,9,2024-03-15,P006
C0495,Architecture cloud : de zéro à la production,Cloud,Architecture cloud,debutant,79,9,2025-03-13,P012
C0496,Architecture cloud : le guide complet,Cloud,Architecture cloud,debutant,199,11,2026-01-26,P006
C0497,Architecture cloud par la pratique : migrer un site à fort trafic,Cloud,Architecture cloud,avance,129,36,2024-12-31,P030
C0498,Les bases de Migration cloud,Cloud,Migration cloud,debutant,0,12,2025-01-07,P006
C0499,Migration cloud par la pratique : migrer un site à fort trafic,Cloud,Migration cloud,avance,0,31,2026-04-24,P012
C0500,Maîtriser Migration cloud,Cloud,Migration cloud,debutant,49,5,2023-04-25,P012
C0501,Migration cloud expliqué simplement,Cloud,Migration cloud,debutant,99,11,2023-10-30,P006
C0502,Migration cloud : le guide complet,Cloud,Migration cloud,debutant,59,9,2023-02-25,P018
C0503,Migration cloud pour les débutants,Cloud,Migration cloud,debutant,149,3,2025-10-15,P012
C0504,Atelier Migration cloud : une plateforme multi-comptes,Cloud,Migration cloud,avance,29,18,2025-11-04,P024
